,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,San Pedro,7,AR,1563387857,48,-33.68,-59.66,290.93,3.13
375,Nizhnevartovsk,0,RU,1563387857,82,60.93,76.58,292.15,2.0
376,Kirensk,0,RU,1563387858,57,57.78,108.12,292.164,2.74
377,Dzaoudzi,0,YT,1563387859,69,-12.79,45.27,298.15,4.1
378,Mucurapo,75,TT,1563387859,88,10.67,-61.53,298.15,3.1
379,Ondjiva,0,AO,1563387747,21,-17.07,15.73,291.564,2.17
380,Huambo,13,AO,1563387861,22,-12.78,15.73,289.764,1.42
381,Chuy,0,UY,1563387861,74,-33.69,-53.46,287.564,3.59
382,Hukuntsi,0,BW,1563387862,19,-23.98,21.76,288.564,2.72
383,Nampa,1,US,1563387715,36,43.57,-116.56,301.15,3.1
384,Srednekolymsk,95,RU,1563387685,63,67.46,153.71,280.864,5.1
385,Mayumba,3,GA,1563387708,91,-3.44,10.65,295.364,3.64
386,Ormara,58,PK,1563387864,73,25.21,64.64,300.964,2.58
387,Aklavik,75,CA,1563387865,88,68.22,-135.01,292.15,1.5
388,Pathein,33,MM,1563387796,89,16.78,94.73,299.264,1.63
389,Vestmannaeyjar,40,IS,1563387866,100,63.44,-20.27,286.15,2.6
390,Bud,40,NO,1563387866,49,62.91,6.91,293.15,3.1
391,Lisakovsk,82,KZ,1563387867,61,52.55,62.49,293.564,4.64
392,Novikovo,44,RU,1563387867,90,51.15,37.89,289.764,3.01
393,Tarrafal,75,CV,1563387868,58,15.28,-23.77,301.15,4.1
394,Gannan,21,CN,1563387869,75,47.92,123.49,292.364,1.5
395,Vorkuta,88,RU,1563387869,82,67.5,64.04,292.764,2.28
396,Ilam,0,IR,1563387597,23,33.64,46.42,301.15,3.1
397,Buraydah,0,SA,1563387900,21,26.33,43.97,308.15,4.1
398,Baruun-Urt,90,MN,1563387901,85,46.68,113.28,291.564,2.43
399,Sitka,44,US,1563387902,25,37.17,-99.65,309.964,9.21
400,Alanya,75,TR,1563387902,94,36.55,32.0,296.15,2.6
401,Ipixuna,75,BR,1563387903,83,-1.76,-48.8,301.15,5.1
402,Dindori,5,IN,1563387903,69,22.94,81.08,299.464,0.32
403,Lagunas,29,PE,1563387904,73,-5.23,-75.68,302.064,2.16
404,Maniitsoq,100,GL,1563387905,93,65.42,-52.9,279.664,5.09
405,Elat,75,CM,1563387906,98,2.91,11.16,294.064,1.48
406,Bunia,2,CD,1563387906,79,1.56,30.25,293.064,1.4
407,Discovery Bay,0,JM,1563387907,46,18.46,-77.4,305.15,9.8
408,Vila Velha,75,BR,1563387907,66,-3.71,-38.6,303.15,6.7
409,Alofi,15,NU,1563387713,94,-19.06,-169.92,296.15,3.6
410,Kvitok,53,RU,1563387910,96,56.08,98.48,289.064,2.33
411,Saskylakh,52,RU,1563387696,76,71.97,114.09,278.764,4.85
412,Lavrentiya,99,RU,1563387912,87,65.58,-170.99,284.264,1.27
413,Salalah,90,OM,1563387913,94,17.01,54.1,299.15,3.6
414,Bandarbeyla,38,SO,1563387914,45,9.49,50.81,302.264,9.84
415,Kovernino,100,RU,1563387917,93,57.13,43.81,288.864,2.44
416,Rio Gallegos,0,AR,1563387918,80,-51.62,-69.22,274.15,4.6
417,Dali,96,CN,1563387919,84,34.79,109.94,293.964,1.6
418,Yantal,87,RU,1563387919,95,56.85,105.25,289.964,1.09
419,Rairangpur,0,IN,1563387920,61,22.27,86.18,303.264,1.01
420,Lagoa,0,PT,1563387921,64,37.14,-8.45,301.48,7.7
421,Kasongo-Lunda,48,CD,1563387921,47,-6.48,16.82,297.864,0.73
422,Rio Grande,0,BR,1563387923,72,-32.03,-52.1,290.15,3.1
423,Broken Hill,0,AU,1563387740,80,-31.97,141.45,278.15,3.1
424,Yerbogachen,0,RU,1563387926,73,61.28,108.01,291.164,4.8
425,Lakes Entrance,46,AU,1563387926,68,-37.88,147.99,284.82,1.79
426,Hinton,100,CA,1563387927,51,53.4,-117.57,288.164,3.05
427,Lata,71,IN,1563387928,92,30.78,78.62,278.664,0.67
428,Santa Cruz,28,BR,1563387928,35,-6.22,-36.02,304.964,4.52
429,Lundamo,0,NO,1563387930,52,63.15,10.29,292.04,2.1
430,Tomatlan,27,MX,1563387931,70,19.93,-105.25,302.964,3.76
431,Kontagora,76,NG,1563387931,71,10.4,5.47,300.564,1.36
432,Pyay,80,MM,1563387839,95,18.82,95.22,298.164,0.97
433,Stokmarknes,40,NO,1563387933,71,68.56,14.91,287.04,3.6
434,Shirokiy,43,RU,1563387933,96,53.87,39.17,289.82,0.45
435,Hay River,40,CA,1563387934,47,60.82,-115.79,298.15,1.0
436,Jacareacanga,20,BR,1563387934,49,-6.22,-57.76,307.15,1.0
437,Waipawa,8,NZ,1563387935,82,-39.94,176.59,280.93,2.68
438,Taikang,0,CN,1563387935,67,46.86,124.44,294.364,1.11
439,Balila,40,IN,1563387936,88,12.67,75.41,299.15,3.81
440,Isoka,2,ZM,1563387936,60,-10.15,32.64,287.464,2.5
441,Izumo,75,JP,1563387937,94,35.37,132.75,296.15,1.0
442,Honningsvag,75,NO,1563387937,81,70.98,25.97,280.15,6.7
443,Hami,92,CN,1563387938,55,42.84,93.51,295.064,2.33
444,Hobyo,80,SO,1563387939,71,5.35,48.53,298.364,11.73
445,Honiara,5,SB,1563387939,83,-9.43,159.96,299.964,6.91
446,Cedar City,1,US,1563387940,9,37.68,-113.06,303.15,6.7
447,Ahuimanu,75,US,1563387940,88,21.44,-157.84,301.48,5.1
448,Pacific Grove,40,US,1563387840,63,36.62,-121.92,296.48,5.7
449,Charters Towers,0,AU,1563387941,54,-20.07,146.27,284.764,3.61
450,Itaituba,40,BR,1563387942,59,-4.26,-55.99,306.15,1.08
451,Kutum,100,SD,1563387942,34,14.2,24.66,303.964,1.54
452,Kamareddi,100,IN,1563387943,69,18.32,78.34,299.864,1.99
453,Rocha,0,UY,1563387943,68,-34.48,-54.34,287.964,4.87
454,Rabo de Peixe,20,PT,1563387944,68,37.8,-25.58,295.15,4.6
455,Aripuana,17,BR,1563387944,22,-9.17,-60.63,308.764,1.87
456,Constitucion,5,MX,1563387945,38,23.99,-104.67,299.26,1.5
457,Teya,75,MX,1563387945,66,21.05,-89.07,305.37,3.1
458,Wollongong,0,AU,1563387947,54,-34.42,150.89,285.93,7.2
459,Gazojak,0,TM,1563387948,9,41.19,61.4,309.064,6.07
460,Sinjai,98,ID,1563387766,97,-5.12,120.25,292.964,1.66
461,Jizan,40,SA,1563387949,44,16.89,42.56,308.15,2.1
462,Gimli,100,CA,1563387949,62,50.63,-96.99,296.48,1.34
463,Tucuman,0,PE,1563387951,11,-17.17,-70.89,294.764,4.77
464,Orcopampa,93,PE,1563387952,50,-15.27,-72.34,277.864,2.9
465,Christchurch,29,NZ,1563387952,100,-43.53,172.64,275.93,0.5
466,Beloha,0,MG,1563387953,57,-25.17,45.06,293.264,3.27
467,Port Moresby,76,PG,1563387954,85,-9.47,147.16,297.664,10.77
468,Camaqua,17,BR,1563387954,71,-30.85,-51.81,290.464,2.9
469,Izhma,100,RU,1563387955,71,65.01,53.91,286.464,3.1
470,Lomas de Sargentillo,75,EC,1563387956,65,-1.88,-80.08,300.15,3.6
471,Saint-Leu,75,RE,1563387957,72,-21.15,55.28,293.71,10.8
472,Moron,100,HT,1563387957,74,18.56,-74.26,302.064,3.88
473,Kaniama,0,CD,1563387958,26,-7.57,24.18,295.764,1.76
474,Glendive,75,US,1563387958,45,47.11,-104.71,301.15,2.6
475,Murgab,0,TM,1563387959,32,37.5,61.97,307.15,2.1
476,Rafsanjan,0,IR,1563387959,9,30.4,55.99,295.764,1.16
477,Xihe,100,CN,1563387960,92,34.02,105.29,289.464,0.85
478,Dickinson,1,US,1563387960,50,46.88,-102.79,299.82,3.6
479,Paamiut,100,GL,1563387961,95,61.99,-49.67,278.864,9.55
480,Novozybkov,0,RU,1563387962,63,52.54,31.93,291.15,3.0
481,Kurchum,17,KZ,1563387962,51,48.57,83.65,291.164,2.11
482,Dudinka,0,RU,1563387963,68,69.41,86.18,288.064,5.34
483,Opuwo,0,NA,1563387964,21,-18.06,13.84,292.164,3.95
484,Vilyuysk,2,RU,1563387964,63,63.75,121.63,284.764,5.82
485,Nuuk,75,GL,1563387704,87,64.17,-51.74,283.15,2.6
486,Nosy Varika,15,MG,1563387965,85,-20.58,48.53,292.464,2.59
487,Vega de Alatorre,20,MX,1563387966,57,20.03,-96.65,304.364,1.36
488,Pitea,0,SE,1563387967,59,65.32,21.48,289.15,1.82
489,Martapura,92,ID,1563387968,90,-3.41,114.85,297.564,4.51
490,Ancud,40,CL,1563387770,76,-41.87,-73.83,283.15,6.2
491,Tutoia,75,BR,1563387969,56,-2.76,-42.27,307.15,5.7
492,Axim,43,GH,1563387970,88,4.87,-2.24,297.764,4.29
493,Boa Vista,75,BR,1563387771,49,2.82,-60.67,305.15,1.5
494,Mogadishu,76,SO,1563387831,76,2.04,45.34,297.264,7.17
495,Morgan City,20,US,1563387976,66,29.7,-91.21,308.71,3.6
496,Chimbote,100,PE,1563387975,90,-9.08,-78.59,289.664,4.68
497,Georgiyevskoye,0,RU,1563387977,67,44.16,39.25,292.464,2.41
498,West Helena,54,US,1563387978,74,34.55,-90.64,304.26,5.1
499,Papa,80,GM,1563387978,52,13.61,-15.24,304.264,4.38
500,Cape Canaveral,40,US,1563387979,79,28.41,-80.6,308.15,5.7
501,Binzhou,48,CN,1563387980,67,37.38,117.96,298.71,2.46
502,Nemuro,71,JP,1563387980,97,43.32,145.57,287.264,5.95
503,Conceicao do Araguaia,0,BR,1563387981,17,-8.26,-49.26,310.064,2.31
504,Soderhamn,92,SE,1563387981,70,61.3,17.06,290.93,0.89
505,Mandal,100,MN,1563387982,87,48.82,106.5,290.464,1.18
506,Bernburg,0,DE,1563387982,43,51.79,11.74,297.04,1.5
507,Lalsk,91,RU,1563387982,64,60.74,47.59,287.764,2.01
508,Tshikapa,0,CD,1563387983,27,-6.42,20.79,300.164,1.09
509,Waynesville,20,US,1563387984,63,37.83,-92.2,307.15,4.6
510,Haines Junction,99,CA,1563387984,56,60.75,-137.51,286.764,0.81
511,Kabansk,40,RU,1563387985,88,52.06,106.65,292.15,2.0
512,Ixtapa,75,MX,1563387854,49,20.71,-105.21,305.15,3.1
513,Kidal,32,ML,1563387986,14,18.44,1.41,313.864,1.75
514,Bakong,97,CM,1563387986,98,5.09,10.49,293.664,1.45
515,Miri,37,NG,1563387987,63,10.31,9.75,300.564,1.72
516,Sur,12,OM,1563387935,57,22.57,59.53,302.764,6.43
517,Anaconda,20,US,1563387988,48,46.13,-112.94,292.59,5.28
518,Harper,40,US,1563387989,48,30.3,-99.24,305.93,5.7
519,Dzhebariki-Khaya,91,RU,1563387989,96,62.22,135.8,288.064,5.55
520,Tholey,75,DE,1563387990,43,49.48,7.03,299.26,1.5
521,Najran,40,SA,1563387991,16,17.54,44.22,306.15,2.1
522,Udachnyy,90,RU,1563387846,81,66.42,112.4,280.15,4.0
523,Progreso,0,UY,1563387992,48,-34.68,-56.22,290.37,6.7
524,Fairview,75,CA,1563387992,68,56.07,-118.38,294.26,2.6
525,Noumea,0,NC,1563387719,87,-22.28,166.46,285.15,1.0
526,Santa Maria,75,BR,1563387993,34,-16.02,-48.01,300.37,3.6
527,Geri,100,CN,1563387994,54,35.67,100.55,288.564,1.12
528,San Cristobal,88,HN,1563387995,48,14.68,-86.92,301.564,4.15
529,Astana,0,KZ,1563387995,49,51.13,71.43,295.15,6.0
530,Namtsy,40,RU,1563387996,88,62.72,129.66,290.15,4.0
531,Bestobe,20,KZ,1563387996,70,52.5,73.1,292.964,3.9
532,Puerto del Rosario,20,ES,1563387997,73,28.5,-13.86,297.15,9.3
533,Kieta,88,PG,1563387998,82,-6.22,155.63,299.364,2.67
534,Terme,75,TR,1563387998,83,41.21,36.97,295.37,3.54
535,Mufumbwe,0,ZM,1563387999,42,-13.68,24.8,290.264,2.13
536,Atherton,90,AU,1563388000,77,-17.27,145.48,288.15,5.7
537,Brigantine,1,US,1563388001,47,39.41,-74.36,310.15,4.6
538,Erie,40,US,1563388001,78,42.13,-80.09,299.15,3.6
539,Bay Roberts,75,CA,1563388002,72,47.58,-53.28,295.37,3.1
540,Eldama Ravine,75,KE,1563388002,82,0.05,35.72,290.15,1.0
541,Pechora,100,RU,1563388003,89,65.12,57.16,283.364,5.28
542,Kamenka,3,MD,1563388004,81,48.03,28.7,289.26,2.18
543,Kenai,40,US,1563388004,72,60.55,-151.26,291.48,4.6
544,San Francisco,40,CO,1563387902,41,1.17,-76.88,297.15,9.8
545,Pingdingshan,43,CN,1563388005,86,33.74,113.3,294.264,2.81
546,Karymskoye,100,RU,1563388006,53,51.62,114.34,293.15,2.68
547,Mount Gambier,90,AU,1563388006,81,-37.83,140.78,282.15,3.1
548,Pascagoula,1,US,1563387940,52,30.37,-88.56,307.59,3.1
549,Matamoros,75,US,1563387810,59,25.87,-97.51,308.15,5.7
